AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B02_1348340.CEL TCGA-OR-A5KV
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B08_1348416.CEL TCGA-OR-A5KW
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C02_1348278.CEL TCGA-OR-A5KX
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C09_1348346.CEL TCGA-OR-A5KY
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D04_1348406.CEL TCGA-OR-A5KZ
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E07_1361714.CEL TCGA-OR-A5L1
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E09_1361742.CEL TCGA-OR-A5L2
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A03_1348310.CEL TCGA-OR-A5L3
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A09_1348290.CEL TCGA-OR-A5L4
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B03_1348376.CEL TCGA-OR-A5L5
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B09_1348398.CEL TCGA-OR-A5L6
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C03_1348370.CEL TCGA-OR-A5L8
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C10_1348286.CEL TCGA-OR-A5L9
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D05_1348384.CEL TCGA-OR-A5LA
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A04_1348246.CEL TCGA-OR-A5LB
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A10_1348266.CEL TCGA-OR-A5LC
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B04_1348326.CEL TCGA-OR-A5LD
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B10_1348272.CEL TCGA-OR-A5LE
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E11_1361726.CEL TCGA-OR-A5LF
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C04_1348358.CEL TCGA-OR-A5LG
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C11_1348314.CEL TCGA-OR-A5LH
GAMED_p_TCGA_B_312_313_314_NSP_GenomeWideSNP_6_E12_1361740.CEL TCGA-OR-A5LI
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D02_1348388.CEL TCGA-OR-A5LJ
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A05_1348284.CEL TCGA-OR-A5LK
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A11_1348302.CEL TCGA-OR-A5LL
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B05_1348320.CEL TCGA-OR-A5LM
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B11_1348270.CEL TCGA-OR-A5LN
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C05_1348240.CEL TCGA-OR-A5LO
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C12_1348322.CEL TCGA-OR-A5LP
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C07_1348294.CEL TCGA-OR-A5LR
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A06_1348274.CEL TCGA-OR-A5LS
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A12_1348248.CEL TCGA-OR-A5LT
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B06_1348400.CEL TCGA-OU-A5PI
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B12_1348396.CEL TCGA-P6-A5OF
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C06_1348268.CEL TCGA-P6-A5OG
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_D01_1348260.CEL TCGA-PA-A5YG
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_C01_1348382.CEL TCGA-PK-A5H8
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_A07_1348264.CEL TCGA-PK-A5H9
AQUAE_p_TCGA_112_304_b2_N_GenomeWideSNP_6_B01_1348334.CEL TCGA-PK-A5HA
